,Player,#,Nation,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR
5,Joe Willock,28,eng ENG,AM,64.0,0,0,0.0,0.0,0.0,0,0,0,3,0,1,0,0,0
6,Dani Ceballos,8,es ESP,AM,26.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
7,Granit Xhaka,34,ch SUI,DM,90.0,0,0,0.1,0.1,0.1,2,0,1,2,0,1,0,1,0
8,Mattéo Guendouzi,29,fr FRA,DM,90.0,0,0,0.0,0.0,0.1,0,0,1,0,0,1,2,0,0
9,Nacho Monreal,18,es ESP,LB,90.0,0,0,0.0,0.0,0.2,0,0,1,0,1,1,1,0,0
10,Sokratis Papastathopoulos,5,gr GRE,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
11,Calum Chambers,21,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
12,Ainsley Maitland-Niles,15,eng ENG,RB,90.0,0,1,0.0,0.0,0.3,0,0,1,2,0,2,3,0,0
13,Bernd Leno,1,de GER,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Anthony Martial,9,fr FRA,FW,90.0,1,0,0.6,0.6,0.1,4,2,3,1,2,0,0,1,0
1,Marcus Rashford,10,eng ENG,LW,86.0,2,0,1.1,0.4,0.0,2,1,1,3,1,0,0,0,0
2,Mason Greenwood,26,eng ENG,LW,4.0,0,0,0.1,0.1,0.0,1,0,0,0,0,0,0,0,0
3,Jesse Lingard,14,eng ENG,RW,86.0,0,0,0.0,0.0,0.0,0,0,4,1,0,0,0,1,0
4,Juan Mata,8,es ESP,AM,4.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
5,Andreas Pereira,15,br BRA,AM,74.0,0,1,0.0,0.0,0.4,0,0,1,1,4,3,0,0,0
6,Daniel James,21,wal WAL,RW,16.0,1,0,0.2,0.2,0.0,1,1,0,2,2,0,0,0,0
7,Paul Pogba,6,fr FRA,CM,90.0,0,2,0.1,0.1,0.5,1,0,2,0,1,2,0,0,0
8,Scott McTominay,39,sco SCO,CM,90.0,0,0,0.0,0.0,0.0,0,0,3,3,0,2,2,0,0
9,Luke Shaw,23,eng ENG,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,3,1,0,0
10,Harry Maguire,5,eng ENG,CB,90.0,0,0,0.0,0.0,0.1,0,0,0,1,0,0,4,0,0
11,Victor Lindelöf,2,se SWE,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,1,1,0
12,Aaron Wan-Bissaka,29,eng ENG,RB,90.0,0,0,0.0,0.0,0.1,1,0,0,0,4,3,3,0,0
13,David de Gea,1,es ESP,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Tammy Abraham,9,eng ENG,FW,66.0,0,0,0.2,0.2,0.0,2,0,3,0,0,1,0,1,0
1,Olivier Giroud,18,fr FRA,FW,24.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0
2,Ross Barkley,8,eng ENG,LW,58.0,0,0,0.1,0.1,0.0,2,1,0,0,0,0,0,0,0
3,Christian Pulisic,22,us USA,LW,32.0,0,0,0.0,0.0,0.0,1,0,0,1,2,0,0,0,0
4,Pedro,11,es ESP,RW,90.0,0,0,0.2,0.2,0.2,4,1,0,2,2,0,3,0,0
5,Mason Mount,19,eng ENG,AM,90.0,0,0,0.1,0.1,0.2,2,2,1,0,7,1,0,0,0
6,Mateo Kovačić,17,hr CRO,CM,90.0,0,0,0.0,0.0,0.1,0,0,0,4,0,4,0,0,0
7,Jorginho,5,it ITA,CM,73.0,0,0,0.0,0.0,0.0,1,0,1,1,0,1,3,1,0
8,N'Golo Kanté,7,fr FRA,CM,17.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,0,1,0
9,Emerson Palmieri,33,it ITA,LB,90.0,0,0,0.2,0.2,0.1,4,3,1,2,3,0,3,0,0
10,Kurt Zouma,15,fr FRA,CB,90.0,0,0,0.1,0.1,0.0,2,0,2,3,0,1,2,1,0
11,Andreas Christensen,4,dk DEN,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0
12,César Azpilicueta,28,es ESP,RB,90.0,0,0,0.0,0.0,0.0,0,0,3,0,5,3,2,0,0
13,Kepa Arrizabalaga,1,es ESP,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Alexandre Lacazette,9,fr FRA,FW,71.0,1,0,0.3,0.3,0.0,3,2,0,0,0,0,0,0,0
1,Sead Kolašinac,31,ba BIH,WB,19.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
2,Reiss Nelson,24,eng ENG,LW,45.0,0,0,0.1,0.1,0.0,2,1,2,0,1,0,0,0,0
3,Nicolas Pépé,19,ci CIV,LW,45.0,0,0,0.0,0.0,0.2,1,1,0,0,2,0,0,0,0
4,Pierre-Emerick Aubameyang,14,ga GAB,RW,90.0,1,0,0.2,0.2,0.1,3,2,0,0,4,0,0,1,0
5,Dani Ceballos,8,es ESP,AM,83.0,0,2,0.1,0.1,0.2,3,1,2,3,5,1,0,0,0
6,Lucas Torreira,11,uy URU,CM,7.0,0,0,0.1,0.1,0.0,1,1,1,2,0,0,0,0,0
7,Mattéo Guendouzi,29,fr FRA,DM,90.0,0,0,0.1,0.1,0.0,1,1,0,2,0,0,4,0,0
8,Joe Willock,28,eng ENG,DM,90.0,0,0,0.0,0.0,0.1,1,0,3,0,1,1,1,0,0
9,Nacho Monreal,18,es ESP,LB,90.0,0,0,0.0,0.0,0.1,0,0,0,0,2,0,0,0,0
10,David Luiz,23,br BRA,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,1,1,0
11,Sokratis Papastathopoulos,5,gr GRE,CB,90.0,0,0,0.0,0.0,0.2,0,0,1,0,0,0,2,0,0
12,Ainsley Maitland-Niles,15,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,1,0,3,1,2,4,3,0,0
13,Bernd Leno,1,de GER,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Ashley Barnes,10,at AUT,FW,90.0,1,0,0.7,0.7,0.0,5,3,2,3,0,0,1,1,0
1,Chris Wood,9,nz NZL,FW,61.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2,Jay Rodriguez,19,eng ENG,FW,29.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0
3,Dwight McNeil,11,eng ENG,CM,90.0,0,0,0.2,0.2,0.1,4,0,2,2,8,1,0,0,0
4,Jack Cork,4,eng ENG,CM,90.0,0,0,0.2,0.2,0.0,2,0,1,2,0,0,4,0,0
5,Ashley Westwood,18,eng ENG,CM,90.0,0,0,0.1,0.1,0.0,1,0,2,1,3,1,0,0,0
6,Jóhann Berg Guðmundsson,7,is ISL,CM,72.0,0,0,0.0,0.0,0.4,0,0,0,0,9,0,0,0,0
7,Aaron Lennon,25,eng ENG,CM,18.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0
8,Erik Pieters,23,nl NED,LB,90.0,0,0,0.0,0.0,0.0,1,0,1,1,2,4,0,0,0
9,Ben Mee,6,eng ENG,CB,90.0,0,0,0.1,0.1,0.1,2,1,1,0,0,0,1,0,0
10,James Tarkowski,5,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0
11,Matthew Lowton,2,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,8,1,0,0,0
12,Nick Pope,1,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Teemu Pukki,22,fi FIN,FW,90.0,3,0,1.1,1.1,0.2,7,6,0,0,2,1,0,0,0
1,Emi Buendía,17,ar ARG,LW,90.0,0,0,0.1,0.1,0.2,1,0,1,1,11,0,0,0,0
2,Todd Cantwell,14,eng ENG,RW,90.0,0,2,0.2,0.2,0.8,1,1,2,1,0,0,0,0,0
3,Marco Stiepermann,18,de GER,AM,84.0,0,0,0.1,0.1,0.1,2,1,2,2,0,0,1,0,0
4,Mario Vrančić,8,ba BIH,AM,6.0,0,0,0.0,0.0,0.1,1,0,0,0,0,0,0,0,0
5,Moritz Leitner,10,de GER,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,2,0,2,0,0,0
6,Tom Trybull,19,de GER,CM,87.0,0,0,0.1,0.1,0.0,1,0,1,1,0,6,2,0,0
7,Alexander Tettey,27,no NOR,CM,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
8,Jamal Lewis,12,nir NIR,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,2,0,0
9,Sam Byram,3,eng ENG,LB,,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
10,Ben Godfrey,4,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
11,Grant Hanley,5,sco SCO,CB,90.0,0,0,0.0,0.0,0.0,1,0,1,1,0,1,1,0,0
12,Max Aarons,2,eng ENG,RB,90.0,0,0,0.0,0.0,0.2,1,0,2,3,1,2,0,1,0
13,Tim Krul,1,nl NED,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Joelinton,9,br BRA,FW,67.0,0,0,0.2,0.2,0.0,2,0,2,1,0,3,0,1,0
1,Yoshinori Mutō,13,jp JPN,FW,23.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
2,Miguel Almirón,24,py PAR,FW,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0
3,Ki Sung-yueng,4,kr KOR,CM,74.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0
4,Sean Longstaff,36,eng ENG,CM,16.0,0,1,0.0,0.0,0.1,0,0,1,0,0,0,1,1,0
5,Isaac Hayden,14,eng ENG,CM,90.0,0,0,0.0,0.0,0.1,1,0,0,1,3,2,0,0,0
6,Jonjo Shelvey,8,eng ENG,DM,90.0,1,0,0.1,0.1,0.1,1,1,0,1,2,0,0,0,0
7,Matt Ritchie,11,sco SCO,WB,90.0,0,0,0.1,0.1,0.2,3,0,3,2,12,1,2,0,0
8,Emil Krafth,17,se SWE,WB,90.0,0,0,0.1,0.1,0.0,1,0,0,1,3,0,1,0,0
9,Paul Dummett,3,wal WAL,CB,90.0,0,0,0.0,0.0,0.0,1,1,1,0,0,0,2,1,0
10,Jamaal Lascelles,6,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,2,0,0
11,Fabian Schär,5,ch SUI,CB,90.0,0,0,0.0,0.0,0.0,1,1,2,1,0,1,2,0,0
12,Martin Dúbravka,1,sk SVK,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Glenn Murray,17,eng ENG,FW,74.0,0,0,0.3,0.3,0.3,1,0,2,2,0,0,0,0,0
1,Florin Andone,10,ro ROU,FW,16.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
2,Leandro Trossard,11,be BEL,LW,85.0,1,0,0.5,0.5,0.0,4,1,1,0,1,0,0,0,0
3,Aaron Mooy,18,au AUS,LW,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0
4,Pascal Groß,13,de GER,RW,67.0,0,0,0.1,0.1,0.6,1,0,1,0,5,3,0,0,0
5,Neal Maupay,7,fr FRA,RW,23.0,0,0,0.3,0.3,0.0,2,0,0,1,1,1,0,0,0
6,Dale Stephens,6,eng ENG,DM,90.0,0,0,0.0,0.0,0.0,2,1,1,1,0,2,2,0,0
7,Davy Pröpper,24,nl NED,DM,90.0,0,0,0.1,0.1,0.1,1,1,3,0,1,1,2,0,0
8,Solly March,20,eng ENG,WB,90.0,0,0,0.0,0.0,0.1,1,1,0,2,8,0,0,0,0
9,Martín Montoya,22,es ESP,WB,90.0,0,0,0.0,0.0,0.1,0,0,2,2,4,3,0,0,0
10,Dan Burn,33,eng ENG,CB,90.0,0,0,0.3,0.3,0.3,3,0,1,0,2,2,4,0,0
11,Lewis Dunk,5,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,0,0,2,4,0,0
12,Shane Duffy,4,ie IRL,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0
13,Mathew Ryan,1,au AUS,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Javier Hernández,9,mx MEX,FW,83.0,1,0,0.3,0.3,0.0,1,1,0,0,1,0,0,0,0
1,Carlos Sánchez,15,co COL,FW,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
2,Manuel Lanzini,10,ar ARG,CM,90.0,0,1,0.0,0.0,0.4,1,0,0,1,2,1,2,0,0
3,Pablo Fornals,18,es ESP,CM,77.0,0,0,0.0,0.0,0.0,1,0,1,1,2,1,0,0,0
4,Andriy Yarmolenko,7,ua UKR,CM,13.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
5,Jack Wilshere,19,eng ENG,CM,45.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
6,Michail Antonio,30,eng ENG,CM,45.0,0,0,0.3,0.3,0.0,3,1,1,0,1,0,0,0,0
7,Robert Snodgrass,11,sco SCO,CM,90.0,0,0,0.1,0.1,0.0,1,1,1,3,8,0,1,0,0
8,Declan Rice,41,eng ENG,DM,90.0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,2,1,0
9,Arthur Masuaku,26,cd COD,LB,90.0,0,0,0.0,0.0,0.0,0,0,2,2,2,3,1,1,0
10,Angelo Ogbonna,21,it ITA,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,4,2,0,0
11,Issa Diop,23,fr FRA,CB,90.0,0,0,0.0,0.0,0.3,0,0,1,1,0,1,3,0,0
12,Ryan Fredericks,24,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,2,2,0,2,2,0,0
13,Łukasz Fabiański,1,pl POL,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Dominic Calvert-Lewin,9,eng ENG,FW,72.0,0,0,0.0,0.0,0.0,0,0,1,1,0,2,1,0,0
1,Moise Kean,27,it ITA,FW,18.0,0,0,0.4,0.4,0.0,2,0,0,1,0,0,0,0,0
2,Bernard,20,br BRA,LW,90.0,1,0,0.1,0.1,0.1,2,1,3,1,1,3,1,0,0
3,Richarlison,7,br BRA,RW,63.0,0,0,0.3,0.3,0.0,3,0,0,2,1,1,2,0,0
4,Theo Walcott,11,eng ENG,RW,27.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
5,Gylfi Sigurðsson,10,is ISL,AM,90.0,0,0,0.0,0.0,0.2,1,0,0,2,1,1,0,0,0
6,André Gomes,21,pt POR,CM,90.0,0,0,0.0,0.0,0.1,0,0,1,1,0,1,0,1,0
7,Jean-Philippe Gbamin,25,ci CIV,CM,90.0,0,0,0.0,0.0,0.0,0,0,2,1,0,2,1,0,0
8,Lucas Digne,12,fr FRA,LB,73.0,0,1,0.1,0.1,0.1,3,1,2,0,6,0,1,0,0
9,Mason Holgate,2,eng ENG,RB,17.0,0,0,0.0,0.0,0.0,0,0,0,1,0,2,1,0,0
10,Yerry Mina,13,co COL,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0
11,Michael Keane,5,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0
12,Séamus Coleman,23,ie IRL,RB,90.0,0,0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0
13,Jordan Pickford,1,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Troy Deeney,9,eng ENG,FW,90.0,0,0,0.6,0.6,0.0,2,1,1,1,0,1,0,0,0
1,Gerard Deulofeu,7,es ESP,FW,79.0,0,0,0.0,0.0,0.6,0,0,1,0,6,1,0,0,0
2,Tom Cleverley,8,eng ENG,FW,11.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3,Roberto Pereyra,37,ar ARG,CM,90.0,0,0,0.1,0.1,0.0,1,0,1,3,2,0,1,1,0
4,Will Hughes,19,eng ENG,CM,67.0,0,0,0.0,0.0,0.0,0,0,1,3,1,2,1,0,0
5,Danny Welbeck,10,eng ENG,CM,23.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
6,Étienne Capoue,29,fr FRA,DM,83.0,0,0,0.1,0.1,0.0,2,1,4,1,0,2,2,1,0
7,Andre Gray,18,eng ENG,FW,7.0,0,0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0
8,Abdoulaye Doucouré,16,fr FRA,DM,90.0,0,0,0.4,0.4,0.1,2,0,1,0,0,6,1,0,0
9,José Holebas,25,gr GRE,LB,90.0,0,0,0.0,0.0,0.1,0,0,1,0,9,1,1,1,0
10,Craig Cathcart,15,nir NIR,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0
11,Craig Dawson,4,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,1,0,1,1,0,2,1,0,0
12,Kiko Femenía,21,es ESP,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,2,0,2,0,0
13,Ben Foster,26,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
0,Nathan Redmond,22,eng ENG,FW,90.0,0,0,0.0,0.0,0.1,1,0,1,0,0,1,1,0,0
1,Che Adams,10,eng ENG,FW,68.0,0,0,0.2,0.2,0.0,2,0,0,1,2,1,0,0,0
2,Stuart Armstrong,17,sco SCO,FW,22.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3,Pierre Højbjerg,23,dk DEN,CM,90.0,0,0,0.1,0.1,0.0,3,1,2,0,3,0,0,0,0
4,James Ward-Prowse,16,eng ENG,CM,90.0,0,0,0.0,0.0,0.3,0,0,1,1,6,2,2,0,0
5,Oriol Romeu,14,es ESP,DM,64.0,0,0,0.0,0.0,0.1,0,0,3,0,1,4,1,1,0
6,Danny Ings,9,eng ENG,DM,26.0,1,0,1.0,1.0,0.0,3,1,1,0,0,0,0,0,0
7,Ryan Bertrand,21,eng ENG,WB,77.0,0,0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0
8,Moussa Djenepo,12,ml MLI,WB,13.0,0,0,0.0,0.0,0.0,0,0,1,2,0,1,0,1,0
9,Yan Valery,43,fr FRA,WB,90.0,0,0,0.1,0.1,0.5,1,0,0,0,3,3,1,0,0
10,Jannik Vestergaard,4,dk DEN,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,2,0,0
11,Maya Yoshida,3,jp JPN,CB,90.0,0,0,0.3,0.3,0.0,1,1,0,0,0,1,0,0,0
12,Jan Bednarek,35,pl POL,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,3,0,0
13,Angus Gunn,28,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Roberto Firmino,9,br BRA,FW,90.0,1,0,0.4,0.4,0.0,2,1,1,1,0,0,1,0,0
1,Sadio Mané,10,sn SEN,LW,90.0,1,1,0.2,0.2,0.9,2,2,1,3,1,1,0,0,0
2,Mohamed Salah,11,eg EGY,RW,79.0,0,0,0.4,0.4,0.0,3,1,0,0,2,0,0,0,0
3,Divock Origi,27,be BEL,LW,11.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
4,James Milner,7,eng ENG,CM,74.0,0,1,0.1,0.1,0.0,4,0,1,0,1,0,0,0,0
5,Fabinho,3,br BRA,DM,16.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
6,Alex Oxlade-Chamberlain,15,eng ENG,CM,89.0,0,0,0.0,0.0,0.2,2,0,0,1,2,0,1,0,0
7,Jordan Henderson,14,eng ENG,CM,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
8,Georginio Wijnaldum,5,nl NED,DM,90.0,0,0,0.0,0.0,0.0,0,0,1,2,0,0,1,0,0
9,Andrew Robertson,26,sco SCO,LB,90.0,0,0,0.2,0.2,0.0,1,1,0,1,4,0,3,0,0
10,Virgil van Dijk,4,nl NED,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0
11,Joël Matip,32,cm CMR,CB,90.0,0,0,0.1,0.1,0.0,1,0,0,1,0,0,2,0,0
12,Trent Alexander-Arnold,66,eng ENG,RB,90.0,0,0,0.0,0.0,0.2,0,0,2,0,14,0,0,1,0
13,Adrián,13,es ESP,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Wesley Moraes,9,br BRA,FW,90.0,0,0,0.2,0.2,0.3,2,1,1,1,0,0,0,0,0
1,Anwar El Ghazi,21,nl NED,LW,75.0,0,0,0.3,0.3,0.0,3,0,0,0,6,0,0,0,0
2,Jota,23,es ESP,RW,15.0,0,0,0.0,0.0,0.1,1,1,0,0,0,0,0,0,0
3,Trézéguet,17,eg EGY,RW,87.0,0,0,0.4,0.4,0.0,3,1,2,1,4,0,0,0,0
4,Keinan Davis,39,eng ENG,LW,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
5,Jack Grealish,10,eng ENG,CM,90.0,0,1,0.3,0.3,0.3,2,0,0,2,7,3,0,0,0
6,John McGinn,7,sco SCO,CM,90.0,0,0,0.3,0.3,0.1,6,3,0,5,2,0,0,0,0
7,Douglas Luiz,6,br BRA,DM,90.0,1,0,0.0,0.0,0.0,2,1,1,3,0,1,1,0,0
8,Neil Taylor,3,wal WAL,LB,90.0,0,0,0.2,0.2,0.1,2,0,1,0,1,2,0,0,0
9,Tyrone Mings,40,eng ENG,CB,90.0,0,0,0.0,0.0,0.1,0,0,2,0,2,1,3,0,0
10,Björn Engels,22,be BEL,CB,90.0,0,0,0.1,0.1,0.0,1,0,1,0,0,0,1,0,0
11,Ahmed Elmohamady,27,eg EGY,RB,90.0,0,0,0.0,0.0,0.6,0,0,1,1,12,1,2,0,0
12,Tom Heaton,1,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0
0,Callum Wilson,13,eng ENG,FW,90.0,0,0,0.0,0.0,0.2,1,0,3,3,0,0,0,0,0
1,Joshua King,7,no NOR,AM,90.0,1,0,0.8,0.0,0.0,1,0,2,1,2,0,0,0,0
2,Ryan Fraser,24,sco SCO,CM,90.0,0,0,0.2,0.2,0.1,2,1,0,2,5,0,0,0,0
3,Jefferson Lerma,8,co COL,CM,90.0,0,0,0.0,0.0,0.0,0,0,3,0,0,3,2,0,0
4,Philip Billing,29,dk DEN,CM,45.0,0,0,0.0,0.0,0.0,1,0,3,0,0,0,3,1,0
5,Andrew Surman,6,eng ENG,CM,45.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
6,Harry Wilson,22,wal WAL,CM,76.0,1,0,0.2,0.2,0.0,5,2,0,1,2,0,0,0,0
7,Dominic Solanke,9,eng ENG,AM,14.0,0,0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0
8,Charlie Daniels,11,eng ENG,LB,90.0,0,0,0.0,0.0,0.1,0,0,0,0,4,0,1,0,0
9,Nathan Aké,5,nl NED,CB,90.0,0,0,0.1,0.1,0.0,1,0,1,0,0,0,3,1,0
10,Steve Cook,3,eng ENG,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,2,0,0,2,0,0
11,Adam Smith,15,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0
12,Aaron Ramsdale,12,eng ENG,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Sergio Agüero,10,ar ARG,FW,66.0,1,0,0.6,0.6,0.1,3,1,1,0,0,0,0,0,0
1,Gabriel Jesus,9,br BRA,FW,24.0,0,0,0.5,0.5,0.0,5,0,1,0,0,0,0,0,0
2,Raheem Sterling,7,eng ENG,LW,90.0,1,0,0.6,0.6,0.2,5,1,2,1,2,3,0,1,0
3,Bernardo Silva,20,pt POR,RW,80.0,0,0,0.5,0.5,0.2,5,1,4,1,2,0,2,0,0
4,Riyad Mahrez,26,dz ALG,RW,10.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
5,İlkay Gündoğan,8,de GER,CM,90.0,0,0,0.2,0.2,0.1,2,0,1,1,1,0,2,0,0
6,Kevin De Bruyne,17,be BEL,CM,90.0,0,2,0.2,0.2,1.2,4,1,0,1,18,1,0,0,0
7,Rodri,16,es ESP,DM,78.0,0,0,0.0,0.0,0.1,1,1,0,0,0,1,2,0,0
8,David Silva,21,es ESP,CM,12.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
9,Oleksandr Zinchenko,11,ua UKR,LB,90.0,0,0,0.1,0.1,0.0,2,2,0,0,4,1,1,0,0
10,Aymeric Laporte,14,fr FRA,CB,90.0,0,0,0.1,0.1,0.0,1,0,2,0,0,0,2,0,0
11,Nicolás Otamendi,30,ar ARG,CB,90.0,0,0,0.2,0.2,0.0,2,1,3,0,0,0,1,0,0
12,Kyle Walker,2,eng ENG,RB,90.0,0,0,0.0,0.0,0.4,0,0,0,0,3,4,0,0,0
13,Ederson,31,br BRA,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
0,Harry Kane,10,eng ENG,FW,90.0,0,0,0.0,0.0,0.0,1,0,0,2,0,0,0,0,0
1,Christian Eriksen,23,dk DEN,LW,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,1,0,0
2,Oliver Skipp,29,eng ENG,AM,,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
3,Moussa Sissoko,17,fr FRA,RW,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0
4,Érik Lamela,11,ar ARG,AM,85.0,1,1,0.0,0.0,0.2,1,1,0,1,2,2,2,0,0
5,Giovani Lo Celso,18,ar ARG,RW,5.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
6,Tanguy Ndombele,28,fr FRA,CM,90.0,0,1,0.0,0.0,0.0,0,0,0,1,0,3,2,0,0
7,Harry Winks,8,eng ENG,CM,56.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0
8,Lucas Moura,27,br BRA,RW,34.0,1,0,0.2,0.2,0.0,1,1,1,0,0,0,0,0,0
9,Danny Rose,3,eng ENG,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,4,2,0,0,0,0
10,Davinson Sánchez,6,co COL,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,2,0,0,0
11,Toby Alderweireld,4,be BEL,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0
12,Kyle Walker-Peters,16,eng ENG,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,0
13,Hugo Lloris,1,fr FRA,GK,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
0,David McGoldrick,17,ie IRL,FW,89.0,0,0,0.5,0.5,0.0,2,1,0,1,0,3,0,0,0
1,Phil Jagielka,15,eng ENG,FW,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0
2,Callum Robinson,11,ie IRL,FW,56.0,0,0,0.2,0.2,0.0,2,0,0,1,2,0,0,0,0
3,Oliver McBurnie,9,sco SCO,FW,34.0,0,0,0.3,0.3,0.0,2,0,1,0,0,0,1,0,0
4,John Fleck,4,sco SCO,CM,29.0,0,0,0.0,0.0,0.1,1,0,0,0,1,0,0,0,0
