Player,Pos,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,Fls,Fld,Crs,TklW,Int,CrdY,CrdR,position_group,Premier League
N'Golo Kanté,CM,17.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,0,1,0,Midfield,PL
Emerson Palmieri,LB,90.0,0,0,0.2,0.2,0.1,4,3,1,2,3,0,3,0,0,Defender,PL
Kurt Zouma,CB,90.0,0,0,0.1,0.1,0.0,2,0,2,3,0,1,2,1,0,Defender,PL
Andreas Christensen,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,Defender,PL
César Azpilicueta,RB,90.0,0,0,0.0,0.0,0.0,0,0,3,0,5,3,2,0,0,Defender,PL
Alexandre Lacazette,FW,71.0,1,0,0.3,0.3,0.0,3,2,0,0,0,0,0,0,0,Forward,PL
Sead Kolašinac,WB,19.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,Defender,PL
Reiss Nelson,LW,45.0,0,0,0.1,0.1,0.0,2,1,2,0,1,0,0,0,0,Forward,PL
Nicolas Pépé,LW,45.0,0,0,0.0,0.0,0.2,1,1,0,0,2,0,0,0,0,Forward,PL
Pierre-Emerick Aubameyang,RW,90.0,1,0,0.2,0.2,0.1,3,2,0,0,4,0,0,1,0,Forward,PL
Dani Ceballos,AM,83.0,0,2,0.1,0.1,0.2,3,1,2,3,5,1,0,0,0,Midfield,PL
Lucas Torreira,CM,7.0,0,0,0.1,0.1,0.0,1,1,1,2,0,0,0,0,0,Midfield,PL
Mattéo Guendouzi,DM,90.0,0,0,0.1,0.1,0.0,1,1,0,2,0,0,4,0,0,Midfield,PL
Joe Willock,DM,90.0,0,0,0.0,0.0,0.1,1,0,3,0,1,1,1,0,0,Midfield,PL
Nacho Monreal,LB,90.0,0,0,0.0,0.0,0.1,0,0,0,0,2,0,0,0,0,Defender,PL
David Luiz,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,1,1,0,Defender,PL
Sokratis Papastathopoulos,CB,90.0,0,0,0.0,0.0,0.2,0,0,1,0,0,0,2,0,0,Defender,PL
Ainsley Maitland-Niles,RB,90.0,0,0,0.0,0.0,0.0,1,0,3,1,2,4,3,0,0,Defender,PL
Ashley Barnes,FW,90.0,1,0,0.7,0.7,0.0,5,3,2,3,0,0,1,1,0,Forward,PL
Chris Wood,FW,61.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Jay Rodriguez,FW,29.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,Forward,PL
Dwight McNeil,CM,90.0,0,0,0.2,0.2,0.1,4,0,2,2,8,1,0,0,0,Midfield,PL
Jack Cork,CM,90.0,0,0,0.2,0.2,0.0,2,0,1,2,0,0,4,0,0,Midfield,PL
Ashley Westwood,CM,90.0,0,0,0.1,0.1,0.0,1,0,2,1,3,1,0,0,0,Midfield,PL
Jóhann Berg Guðmundsson,CM,72.0,0,0,0.0,0.0,0.4,0,0,0,0,9,0,0,0,0,Midfield,PL
Aaron Lennon,CM,18.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,Midfield,PL
Erik Pieters,LB,90.0,0,0,0.0,0.0,0.0,1,0,1,1,2,4,0,0,0,Defender,PL
Ben Mee,CB,90.0,0,0,0.1,0.1,0.1,2,1,1,0,0,0,1,0,0,Defender,PL
James Tarkowski,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,Defender,PL
Matthew Lowton,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,8,1,0,0,0,Defender,PL
Teemu Pukki,FW,90.0,3,0,1.1,1.1,0.2,7,6,0,0,2,1,0,0,0,Forward,PL
Emi Buendía,LW,90.0,0,0,0.1,0.1,0.2,1,0,1,1,11,0,0,0,0,Forward,PL
Todd Cantwell,RW,90.0,0,2,0.2,0.2,0.8,1,1,2,1,0,0,0,0,0,Forward,PL
Marco Stiepermann,AM,84.0,0,0,0.1,0.1,0.1,2,1,2,2,0,0,1,0,0,Midfield,PL
Mario Vrančić,AM,6.0,0,0,0.0,0.0,0.1,1,0,0,0,0,0,0,0,0,Midfield,PL
Moritz Leitner,CM,90.0,0,0,0.0,0.0,0.0,0,0,0,2,0,2,0,0,0,Midfield,PL
Tom Trybull,CM,87.0,0,0,0.1,0.1,0.0,1,0,1,1,0,6,2,0,0,Midfield,PL
Alexander Tettey,CM,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Jamal Lewis,LB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,2,0,0,Defender,PL
Ben Godfrey,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,Defender,PL
Grant Hanley,CB,90.0,0,0,0.0,0.0,0.0,1,0,1,1,0,1,1,0,0,Defender,PL
Max Aarons,RB,90.0,0,0,0.0,0.0,0.2,1,0,2,3,1,2,0,1,0,Defender,PL
Joelinton,FW,67.0,0,0,0.2,0.2,0.0,2,0,2,1,0,3,0,1,0,Forward,PL
Yoshinori Mutō,FW,23.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,Forward,PL
Miguel Almirón,FW,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,Forward,PL
Ki Sung-yueng,CM,74.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,Midfield,PL
Sean Longstaff,CM,16.0,0,1,0.0,0.0,0.1,0,0,1,0,0,0,1,1,0,Midfield,PL
Isaac Hayden,CM,90.0,0,0,0.0,0.0,0.1,1,0,0,1,3,2,0,0,0,Midfield,PL
Jonjo Shelvey,DM,90.0,1,0,0.1,0.1,0.1,1,1,0,1,2,0,0,0,0,Midfield,PL
Matt Ritchie,WB,90.0,0,0,0.1,0.1,0.2,3,0,3,2,12,1,2,0,0,Defender,PL
Emil Krafth,WB,90.0,0,0,0.1,0.1,0.0,1,0,0,1,3,0,1,0,0,Defender,PL
Paul Dummett,CB,90.0,0,0,0.0,0.0,0.0,1,1,1,0,0,0,2,1,0,Defender,PL
Jamaal Lascelles,CB,90.0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,2,0,0,Defender,PL
Fabian Schär,CB,90.0,0,0,0.0,0.0,0.0,1,1,2,1,0,1,2,0,0,Defender,PL
Glenn Murray,FW,74.0,0,0,0.3,0.3,0.3,1,0,2,2,0,0,0,0,0,Forward,PL
Florin Andone,FW,16.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,Forward,PL
Leandro Trossard,LW,85.0,1,0,0.5,0.5,0.0,4,1,1,0,1,0,0,0,0,Forward,PL
Aaron Mooy,LW,5.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,Forward,PL
Pascal Groß,RW,67.0,0,0,0.1,0.1,0.6,1,0,1,0,5,3,0,0,0,Forward,PL
Neal Maupay,RW,23.0,0,0,0.3,0.3,0.0,2,0,0,1,1,1,0,0,0,Forward,PL
Dale Stephens,DM,90.0,0,0,0.0,0.0,0.0,2,1,1,1,0,2,2,0,0,Midfield,PL
Davy Pröpper,DM,90.0,0,0,0.1,0.1,0.1,1,1,3,0,1,1,2,0,0,Midfield,PL
Solly March,WB,90.0,0,0,0.0,0.0,0.1,1,1,0,2,8,0,0,0,0,Defender,PL
Martín Montoya,WB,90.0,0,0,0.0,0.0,0.1,0,0,2,2,4,3,0,0,0,Defender,PL
Dan Burn,CB,90.0,0,0,0.3,0.3,0.3,3,0,1,0,2,2,4,0,0,Defender,PL
Lewis Dunk,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,0,0,2,4,0,0,Defender,PL
Shane Duffy,CB,90.0,0,0,0.0,0.0,0.0,1,0,0,1,0,1,0,0,0,Defender,PL
Javier Hernández,FW,83.0,1,0,0.3,0.3,0.0,1,1,0,0,1,0,0,0,0,Forward,PL
Carlos Sánchez,FW,7.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Manuel Lanzini,CM,90.0,0,1,0.0,0.0,0.4,1,0,0,1,2,1,2,0,0,Midfield,PL
Pablo Fornals,CM,77.0,0,0,0.0,0.0,0.0,1,0,1,1,2,1,0,0,0,Midfield,PL
Andriy Yarmolenko,CM,13.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Jack Wilshere,CM,45.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Michail Antonio,CM,45.0,0,0,0.3,0.3,0.0,3,1,1,0,1,0,0,0,0,Midfield,PL
Robert Snodgrass,CM,90.0,0,0,0.1,0.1,0.0,1,1,1,3,8,0,1,0,0,Midfield,PL
Declan Rice,DM,90.0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,2,1,0,Midfield,PL
Arthur Masuaku,LB,90.0,0,0,0.0,0.0,0.0,0,0,2,2,2,3,1,1,0,Defender,PL
Angelo Ogbonna,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,4,2,0,0,Defender,PL
Issa Diop,CB,90.0,0,0,0.0,0.0,0.3,0,0,1,1,0,1,3,0,0,Defender,PL
Ryan Fredericks,RB,90.0,0,0,0.0,0.0,0.0,0,0,2,2,0,2,2,0,0,Defender,PL
Dominic Calvert-Lewin,FW,72.0,0,0,0.0,0.0,0.0,0,0,1,1,0,2,1,0,0,Forward,PL
Moise Kean,FW,18.0,0,0,0.4,0.4,0.0,2,0,0,1,0,0,0,0,0,Forward,PL
Bernard,LW,90.0,1,0,0.1,0.1,0.1,2,1,3,1,1,3,1,0,0,Forward,PL
Richarlison,RW,63.0,0,0,0.3,0.3,0.0,3,0,0,2,1,1,2,0,0,Forward,PL
Theo Walcott,RW,27.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,Forward,PL
Gylfi Sigurðsson,AM,90.0,0,0,0.0,0.0,0.2,1,0,0,2,1,1,0,0,0,Midfield,PL
André Gomes,CM,90.0,0,0,0.0,0.0,0.1,0,0,1,1,0,1,0,1,0,Midfield,PL
Jean-Philippe Gbamin,CM,90.0,0,0,0.0,0.0,0.0,0,0,2,1,0,2,1,0,0,Midfield,PL
Lucas Digne,LB,73.0,0,1,0.1,0.1,0.1,3,1,2,0,6,0,1,0,0,Defender,PL
Mason Holgate,RB,17.0,0,0,0.0,0.0,0.0,0,0,0,1,0,2,1,0,0,Defender,PL
Yerry Mina,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,Defender,PL
Michael Keane,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,Defender,PL
Séamus Coleman,RB,90.0,0,0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,Defender,PL
Troy Deeney,FW,90.0,0,0,0.6,0.6,0.0,2,1,1,1,0,1,0,0,0,Forward,PL
Gerard Deulofeu,FW,79.0,0,0,0.0,0.0,0.6,0,0,1,0,6,1,0,0,0,Forward,PL
Tom Cleverley,FW,11.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Roberto Pereyra,CM,90.0,0,0,0.1,0.1,0.0,1,0,1,3,2,0,1,1,0,Midfield,PL
Will Hughes,CM,67.0,0,0,0.0,0.0,0.0,0,0,1,3,1,2,1,0,0,Midfield,PL
Danny Welbeck,CM,23.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,Midfield,PL
Étienne Capoue,DM,83.0,0,0,0.1,0.1,0.0,2,1,4,1,0,2,2,1,0,Midfield,PL
Andre Gray,FW,7.0,0,0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,Forward,PL
Abdoulaye Doucouré,DM,90.0,0,0,0.4,0.4,0.1,2,0,1,0,0,6,1,0,0,Midfield,PL
José Holebas,LB,90.0,0,0,0.0,0.0,0.1,0,0,1,0,9,1,1,1,0,Defender,PL
Craig Cathcart,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,Defender,PL
Craig Dawson,CB,90.0,0,0,0.0,0.0,0.0,1,0,1,1,0,2,1,0,0,Defender,PL
Kiko Femenía,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,2,0,2,0,0,Defender,PL
Nathan Redmond,FW,90.0,0,0,0.0,0.0,0.1,1,0,1,0,0,1,1,0,0,Forward,PL
Che Adams,FW,68.0,0,0,0.2,0.2,0.0,2,0,0,1,2,1,0,0,0,Forward,PL
Stuart Armstrong,FW,22.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Pierre Højbjerg,CM,90.0,0,0,0.1,0.1,0.0,3,1,2,0,3,0,0,0,0,Midfield,PL
James Ward-Prowse,CM,90.0,0,0,0.0,0.0,0.3,0,0,1,1,6,2,2,0,0,Midfield,PL
Oriol Romeu,DM,64.0,0,0,0.0,0.0,0.1,0,0,3,0,1,4,1,1,0,Midfield,PL
Danny Ings,DM,26.0,1,0,1.0,1.0,0.0,3,1,1,0,0,0,0,0,0,Midfield,PL
Ryan Bertrand,WB,77.0,0,0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,Defender,PL
Moussa Djenepo,WB,13.0,0,0,0.0,0.0,0.0,0,0,1,2,0,1,0,1,0,Defender,PL
Yan Valery,WB,90.0,0,0,0.1,0.1,0.5,1,0,0,0,3,3,1,0,0,Defender,PL
Jannik Vestergaard,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,2,0,0,Defender,PL
Maya Yoshida,CB,90.0,0,0,0.3,0.3,0.0,1,1,0,0,0,1,0,0,0,Defender,PL
Jan Bednarek,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,3,0,0,Defender,PL
Roberto Firmino,FW,90.0,1,0,0.4,0.4,0.0,2,1,1,1,0,0,1,0,0,Forward,PL
Sadio Mané,LW,90.0,1,1,0.2,0.2,0.9,2,2,1,3,1,1,0,0,0,Forward,PL
Mohamed Salah,RW,79.0,0,0,0.4,0.4,0.0,3,1,0,0,2,0,0,0,0,Forward,PL
Divock Origi,LW,11.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
James Milner,CM,74.0,0,1,0.1,0.1,0.0,4,0,1,0,1,0,0,0,0,Midfield,PL
Fabinho,DM,16.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Alex Oxlade-Chamberlain,CM,89.0,0,0,0.0,0.0,0.2,2,0,0,1,2,0,1,0,0,Midfield,PL
Jordan Henderson,CM,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Georginio Wijnaldum,DM,90.0,0,0,0.0,0.0,0.0,0,0,1,2,0,0,1,0,0,Midfield,PL
Andrew Robertson,LB,90.0,0,0,0.2,0.2,0.0,1,1,0,1,4,0,3,0,0,Defender,PL
Virgil van Dijk,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,Defender,PL
Joël Matip,CB,90.0,0,0,0.1,0.1,0.0,1,0,0,1,0,0,2,0,0,Defender,PL
Trent Alexander-Arnold,RB,90.0,0,0,0.0,0.0,0.2,0,0,2,0,14,0,0,1,0,Defender,PL
Wesley Moraes,FW,90.0,0,0,0.2,0.2,0.3,2,1,1,1,0,0,0,0,0,Forward,PL
Anwar El Ghazi,LW,75.0,0,0,0.3,0.3,0.0,3,0,0,0,6,0,0,0,0,Forward,PL
Jota,RW,15.0,0,0,0.0,0.0,0.1,1,1,0,0,0,0,0,0,0,Forward,PL
Trézéguet,RW,87.0,0,0,0.4,0.4,0.0,3,1,2,1,4,0,0,0,0,Forward,PL
Keinan Davis,LW,3.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Forward,PL
Jack Grealish,CM,90.0,0,1,0.3,0.3,0.3,2,0,0,2,7,3,0,0,0,Midfield,PL
John McGinn,CM,90.0,0,0,0.3,0.3,0.1,6,3,0,5,2,0,0,0,0,Midfield,PL
Douglas Luiz,DM,90.0,1,0,0.0,0.0,0.0,2,1,1,3,0,1,1,0,0,Midfield,PL
Neil Taylor,LB,90.0,0,0,0.2,0.2,0.1,2,0,1,0,1,2,0,0,0,Defender,PL
Tyrone Mings,CB,90.0,0,0,0.0,0.0,0.1,0,0,2,0,2,1,3,0,0,Defender,PL
Björn Engels,CB,90.0,0,0,0.1,0.1,0.0,1,0,1,0,0,0,1,0,0,Defender,PL
Ahmed Elmohamady,RB,90.0,0,0,0.0,0.0,0.6,0,0,1,1,12,1,2,0,0,Defender,PL
Callum Wilson,FW,90.0,0,0,0.0,0.0,0.2,1,0,3,3,0,0,0,0,0,Forward,PL
Joshua King,AM,90.0,1,0,0.8,0.0,0.0,1,0,2,1,2,0,0,0,0,Midfield,PL
Ryan Fraser,CM,90.0,0,0,0.2,0.2,0.1,2,1,0,2,5,0,0,0,0,Midfield,PL
Jefferson Lerma,CM,90.0,0,0,0.0,0.0,0.0,0,0,3,0,0,3,2,0,0,Midfield,PL
Philip Billing,CM,45.0,0,0,0.0,0.0,0.0,1,0,3,0,0,0,3,1,0,Midfield,PL
Andrew Surman,CM,45.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Harry Wilson,CM,76.0,1,0,0.2,0.2,0.0,5,2,0,1,2,0,0,0,0,Midfield,PL
Dominic Solanke,AM,14.0,0,0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,Midfield,PL
Charlie Daniels,LB,90.0,0,0,0.0,0.0,0.1,0,0,0,0,4,0,1,0,0,Defender,PL
Nathan Aké,CB,90.0,0,0,0.1,0.1,0.0,1,0,1,0,0,0,3,1,0,Defender,PL
Steve Cook,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,2,0,0,2,0,0,Defender,PL
Adam Smith,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,Defender,PL
Sergio Agüero,FW,66.0,1,0,0.6,0.6,0.1,3,1,1,0,0,0,0,0,0,Forward,PL
Gabriel Jesus,FW,24.0,0,0,0.5,0.5,0.0,5,0,1,0,0,0,0,0,0,Forward,PL
Raheem Sterling,LW,90.0,1,0,0.6,0.6,0.2,5,1,2,1,2,3,0,1,0,Forward,PL
Bernardo Silva,RW,80.0,0,0,0.5,0.5,0.2,5,1,4,1,2,0,2,0,0,Forward,PL
Riyad Mahrez,RW,10.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,Forward,PL
İlkay Gündoğan,CM,90.0,0,0,0.2,0.2,0.1,2,0,1,1,1,0,2,0,0,Midfield,PL
Kevin De Bruyne,CM,90.0,0,2,0.2,0.2,1.2,4,1,0,1,18,1,0,0,0,Midfield,PL
Rodri,DM,78.0,0,0,0.0,0.0,0.1,1,1,0,0,0,1,2,0,0,Midfield,PL
David Silva,CM,12.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Midfield,PL
Oleksandr Zinchenko,LB,90.0,0,0,0.1,0.1,0.0,2,2,0,0,4,1,1,0,0,Defender,PL
Aymeric Laporte,CB,90.0,0,0,0.1,0.1,0.0,1,0,2,0,0,0,2,0,0,Defender,PL
Nicolás Otamendi,CB,90.0,0,0,0.2,0.2,0.0,2,1,3,0,0,0,1,0,0,Defender,PL
Kyle Walker,RB,90.0,0,0,0.0,0.0,0.4,0,0,0,0,3,4,0,0,0,Defender,PL
Harry Kane,FW,90.0,0,0,0.0,0.0,0.0,1,0,0,2,0,0,0,0,0,Forward,PL
Christian Eriksen,LW,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,1,0,0,Forward,PL
Moussa Sissoko,RW,90.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,Forward,PL
Érik Lamela,AM,85.0,1,1,0.0,0.0,0.2,1,1,0,1,2,2,2,0,0,Midfield,PL
Giovani Lo Celso,RW,5.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,Forward,PL
Tanguy Ndombele,CM,90.0,0,1,0.0,0.0,0.0,0,0,0,1,0,3,2,0,0,Midfield,PL
Harry Winks,CM,56.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,Midfield,PL
Lucas Moura,RW,34.0,1,0,0.2,0.2,0.0,1,1,1,0,0,0,0,0,0,Forward,PL
Danny Rose,LB,90.0,0,0,0.0,0.0,0.0,0,0,1,4,2,0,0,0,0,Defender,PL
Davinson Sánchez,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,0,2,0,0,0,Defender,PL
Toby Alderweireld,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,Defender,PL
Kyle Walker-Peters,RB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,0,Defender,PL
David McGoldrick,FW,89.0,0,0,0.5,0.5,0.0,2,1,0,1,0,3,0,0,0,Forward,PL
Phil Jagielka,FW,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,Forward,PL
Callum Robinson,FW,56.0,0,0,0.2,0.2,0.0,2,0,0,1,2,0,0,0,0,Forward,PL
Oliver McBurnie,FW,34.0,0,0,0.3,0.3,0.0,2,0,1,0,0,0,1,0,0,Forward,PL
John Fleck,CM,29.0,0,0,0.0,0.0,0.1,1,0,0,0,1,0,0,0,0,Midfield,PL
Luke Freeman,CM,61.0,0,0,0.0,0.0,0.1,1,0,3,1,3,0,3,1,0,Midfield,PL
John Lundstram,CM,90.0,1,0,0.3,0.3,0.5,2,1,1,0,2,1,2,1,0,Midfield,PL
Oliver Norwood,DM,90.0,0,0,0.0,0.0,0.4,1,0,1,3,5,2,1,0,0,Midfield,PL
Enda Stevens,WB,90.0,0,0,0.1,0.1,0.0,1,0,2,0,1,2,1,0,0,Defender,PL
George Baldock,WB,90.0,0,0,0.0,0.0,0.0,0,0,4,1,6,3,2,1,0,Defender,PL
Jack O'Connell,CB,90.0,0,0,0.2,0.2,0.0,3,1,1,1,0,0,0,0,0,Defender,PL
John Egan,CB,90.0,0,0,0.0,0.0,0.0,0,0,3,1,0,0,1,0,0,Defender,PL
Chris Basham,CB,90.0,0,0,0.0,0.0,0.2,0,0,0,1,1,0,2,0,0,Defender,PL
Wilfried Zaha,FW,90.0,0,0,0.0,0.0,0.0,1,0,1,5,0,0,0,0,0,Forward,PL
Christian Benteke,FW,90.0,0,0,0.1,0.1,0.0,1,1,0,3,0,1,0,0,0,Forward,PL
Max Meyer,CM,65.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,Midfield,PL
Jeffrey Schlupp,CM,25.0,0,0,0.1,0.1,0.0,1,1,2,1,0,0,1,0,0,Midfield,PL
Luka Milivojević,CM,90.0,0,0,0.0,0.0,0.0,1,0,3,0,8,2,0,0,0,Midfield,PL
James McArthur,CM,82.0,0,0,0.0,0.0,0.0,0,0,1,1,0,2,1,0,0,Midfield,PL
Connor Wickham,FW,8.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,Forward,PL
Andros Townsend,CM,70.0,0,0,0.0,0.0,0.0,2,2,0,2,1,1,1,0,0,Midfield,PL
James McCarthy,CM,20.0,0,0,0.0,0.0,0.0,0,0,0,2,0,2,1,1,0,Midfield,PL
Patrick van Aanholt,LB,90.0,0,0,0.0,0.0,0.1,0,0,0,0,1,1,1,0,0,Defender,PL
Scott Dann,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,Defender,PL
Martin Kelly,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,Defender,PL
Joel Ward,RB,90.0,0,0,0.0,0.0,0.0,0,0,1,1,2,2,4,0,0,Defender,PL
Olivier Giroud,FW,61.0,0,0,0.1,0.1,0.4,1,1,0,0,0,0,0,0,0,Forward,PL
Tammy Abraham,FW,29.0,0,0,0.2,0.2,0.0,2,0,0,0,0,0,0,0,0,Forward,PL
Christian Pulisic,LW,71.0,0,0,0.0,0.0,0.0,0,0,1,1,2,0,0,0,0,Forward,PL
Willian,LW,19.0,0,0,0.0,0.0,0.0,1,0,0,1,2,0,0,0,0,Forward,PL
Pedro,RW,90.0,0,0,0.0,0.0,0.1,1,0,2,2,3,2,1,0,0,Forward,PL
Mason Mount,AM,90.0,1,0,0.5,0.5,0.0,5,3,1,2,5,4,2,0,0,Midfield,PL
Jorginho,DM,71.0,0,0,0.0,0.0,0.0,1,0,2,0,0,3,0,1,0,Midfield,PL
Mateo Kovačić,DM,19.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,Midfield,PL
N'Golo Kanté,DM,90.0,0,0,0.4,0.4,0.1,1,0,1,1,1,3,3,0,0,Midfield,PL
Emerson Palmieri,LB,90.0,0,0,0.0,0.0,0.1,0,0,1,4,3,2,1,0,0,Defender,PL
Kurt Zouma,CB,90.0,0,0,0.0,0.0,0.0,2,1,0,0,0,0,2,0,0,Defender,PL
Andreas Christensen,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,3,0,0,Defender,PL
César Azpilicueta,RB,90.0,0,0,0.0,0.0,0.1,0,0,1,2,4,2,0,0,0,Defender,PL
Jamie Vardy,FW,90.0,0,0,0.1,0.1,0.0,1,0,2,0,1,0,0,0,0,Forward,PL
James Maddison,CM,90.0,0,1,0.2,0.2,0.3,2,0,2,1,7,2,0,0,0,Midfield,PL
Hamza Choudhury,CM,73.0,0,0,0.0,0.0,0.0,1,0,1,1,0,1,2,0,0,Midfield,PL
Dennis Praet,CM,17.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,0,0,0,Midfield,PL
Youri Tielemans,CM,90.0,0,0,0.1,0.1,0.0,3,1,1,3,1,1,3,0,0,Midfield,PL
Ayoze Pérez,CM,80.0,0,0,0.1,0.1,0.2,2,1,1,1,0,3,0,0,0,Midfield,PL
Marc Albrighton,CM,10.0,0,0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,Midfield,PL
Wilfred Ndidi,DM,90.0,1,0,0.1,0.1,0.0,1,1,0,0,0,4,4,0,0,Midfield,PL
Christian Fuchs,LB,90.0,0,0,0.0,0.0,0.1,1,0,1,0,1,3,0,0,0,Defender,PL
Çağlar Söyüncü,CB,90.0,0,0,0.0,0.0,0.0,1,1,1,1,0,0,2,0,0,Defender,PL
Jonny Evans,CB,90.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,Defender,PL
Ricardo Pereira,RB,90.0,0,0,0.0,0.0,0.0,1,0,4,2,6,1,2,0,0,Defender,PL
Diogo Jota,FW,86.0,0,0,0.0,0.0,0.0,0,0,2,2,1,1,1,0,0,Forward,PL
Pedro Neto,FW,4.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,Forward,PL
Raúl Jiménez,FW,90.0,0,0,0.1,0.1,0.0,2,0,1,0,1,1,0,0,0,Forward,PL
João Moutinho,CM,90.0,0,1,0.0,0.0,0.1,0,0,2,2,4,2,1,0,0,Midfield,PL
Leander Dendoncker,CM,90.0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,Midfield,PL
Rúben Neves,DM,90.0,1,0,0.1,0.1,0.0,2,1,3,0,0,0,2,1,0,Midfield,PL
Jonny Castro,WB,90.0,0,0,0.0,0.0,0.0,1,1,2,0,0,1,5,0,0,Defender,PL
Matt Doherty,WB,45.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,Defender,PL
Adama Traoré,WB,45.0,0,0,0.1,0.1,0.0,1,0,1,2,4,0,1,0,0,Defender,PL
Willy Boly,CB,90.0,0,0,0.0,0.0,0.0,0,0,1,0,0,2,2,0,0,Defender,PL
Conor Coady,CB,90.0,0,0,0.0,0.0,0.0,0,0,2,0,0,2,1,0,0,Defender,PL
